OP,A1,A2,A3,A4,A5
+,14874,45605,12193,44594,26226
+,44433,39876,28134,739,20383
+,43034,27855,20770,35807,18700
+,44387,5776,12980,24384,3048
+,10793,31377,34807,47960,28275
+,6237,16989,16308,34601,41078
+,16485,5630,5164,33766,44924
+,5796,13517,14929,38351,39679
+,1339,39204,32597,11441,19990
+,49338,24683,41155,7570,46474
+,4915,3406,22879,36805,28890
+,46149,49580,11084,29222,14763
+,19988,37519,45585,15518,22437
+,11088,15686,11163,43957,32630
+,30273,2436,6167,19135,7831
+,18222,43707,24753,49197,33391
+,1974,3752,4984,29589,23488
+,22577,11405,792,28963,26837
+,23588,26775,3681,7146,29585
+,6501,48714,46133,13807,24839
+,23596,18971,46305,37584,40076
+,25186,1945,4902,18081,28790
-,588,0,0,0,0
+,16697,7910,22715,30412,399
+,45281,18440,10947,4780,37960
+,1429,44029,43475,26670,27327
+,31667,18885,16155,20327,36106
+,36606,19568,34439,22100,10742
+,12924,20337,5040,6953,12096
+,40049,27947,13715,27781,10817
+,9514,12198,25951,13439,21124
+,19722,32073,21694,33463,36964
+,14882,183,16343,36833,24422
+,49488,29784,22119,43778,7477
+,15366,15894,12247,35982,26179
+,36265,14751,41704,4398,19349
+,17463,13169,27200,8134,5566
+,27389,4556,29846,34460,2785
+,6192,15350,15512,2916,30024
+,24882,16551,10108,20595,36017
+,35120,41388,28725,24798,37671
+,46875,24806,27782,6929,14394
+,38334,1877,8991,14855,9692
+,19048,31632,31066,27769,2363
+,15420,33127,24844,33942,15582
+,9040,27039,34101,38613,16975
+,14772,16737,17217,19236,9362
+,6427,21323,19170,38119,33205
+,36916,39666,44594,8526,32439
+,25947,7277,28944,2874,10819
+,14763,17286,14002,6733,38895
+,17102,27997,20017,39436,9727
+,14981,18013,8626,47981,26818
+,37680,11099,9472,33398,45021
+,10227,34241,5404,392,12395
+,29881,40483,22298,41745,40255
+,349,11613,36034,44630,42552
+,28956,38978,38631,21610,37447
+,27674,31239,16178,33174,30944
+,22185,47475,40515,21665,31939
+,8332,33519,20671,39767,35024
+,5748,40193,23155,48142,44809
+,26987,23368,49378,1207,45484
+,34240,28132,23736,49344,22149
+,5922,2,14903,32781,46276
+,47428,25795,35298,33802,31831
+,38377,12590,43523,30903,45509
+,10341,15637,38370,22192,48178
+,36988,10476,33702,39490,35431
+,10535,15816,17942,27965,45821
+,48669,49924,33281,2307,37914
+,37888,11038,38368,24933,49025
+,46863,5782,12124,49151,37560
+,39241,30795,7580,42320,29120
+,26835,11701,10443,31925,43571
+,3543,4461,30005,106,30206
+,39480,11933,40792,34939,19412
+,45073,32291,24534,41741,24500
+,21185,28357,20192,173,23694
+,34241,20791,20578,41094,25388
+,46021,35874,5239,33581,44275
+,33439,41689,49011,19561,40794
+,10919,45572,42464,27857,40195
+,42829,33499,6146,39969,49743
+,19176,44279,13584,18935,3413
+,21213,41083,41259,34638,31328
+,4005,20529,26076,34614,44898
+,32692,33553,27766,40260,33299
-,361,0,0,0,0
+,10765,22697,32741,11763,3932
+,14561,13483,35189,13912,31284
+,48764,10306,25020,14671,41695
+,45922,38567,42930,11068,9921
+,42648,9254,5238,35746,38845
+,37011,46406,39965,37506,18602
+,26383,2171,29573,15794,3194
+,36564,16770,38352,41972,18323
+,11736,24800,1118,4931,46249
+,12189,1895,13963,12099,34611
+,41196,15927,14892,45856,43205
+,46791,47139,15352,25670,19694
+,882,30273,14015,36190,4516
+,3013,20353,48277,14337,44
+,14294,13475,43747,21580,24848
+,27678,49880,3576,44459,25495
+,4621,12038,48593,7339,14505
+,40506,195,42678,47947,30739
+,1103,29479,12438,29701,38810
+,34440,38677,30263,6429,25852
+,46204,11187,18486,31132,33710
+,30169,25906,34754,32248,30177
+,47198,2394,31216,26133,22972
+,1645,2832,7747,43160,24527
+,28520,13048,44508,38173,41657
+,29103,24252,36154,21271,39340
+,27650,45730,29892,43003,46317
+,23162,46217,5796,34015,33124
+,14427,29968,30950,35810,5976
+,37234,48221,37920,49102,29034
+,7035,40108,34916,4841,33287
+,7642,13787,49490,45648,8892
+,15685,47714,3996,14414,17780
+,38127,18554,6809,35614,42281
+,35613,21729,24616,30300,935
+,11280,44208,26286,22936,24733
+,37145,18960,20020,3883,19867
+,14084,1195,17457,10837,31860
+,13056,22536,6786,25508,29936
+,12680,29422,19394,45187,5162
+,34623,38917,39887,36386,27889
+,7952,44583,3482,34055,49996
+,35943,2259,21050,4859,40313
+,19623,30933,29775,44177,7542
+,39823,7312,5516,4756,16519
+,38626,49291,25432,850,16798
+,17664,37651,48087,6073,11419
+,32160,18902,9481,26223,29227
+,48417,23893,4238,12838,8831
+,34182,34617,16713,39987,41378
+,15847,11681,4000,45864,36562
+,6781,14499,10790,32182,17081
+,3568,22133,1693,22098,47900
+,30672,12505,17290,47868,44255
+,6792,11109,48601,35457,11143
+,30942,6908,23331,3178,13929
+,19226,46601,28786,46367,47921
+,8750,34952,2716,46060,27260
+,38769,26661,34139,22546,36569
+,48557,42908,1372,32255,29695
+,45416,3174,37095,19118,11182
+,10677,26491,44249,25822,19551
+,20883,46723,43271,20962,43143
+,3250,47791,8259,27161,31322
+,24756,24279,37523,9251,21295
+,46190,20795,43386,41655,13007
+,16855,10452,18255,29400,36749
+,34434,15908,3004,27575,9595
+,3826,40759,49934,16434,29900
+,6740,29490,13801,14017,8508
+,35131,7375,16742,3450,18405
+,40223,1383,14705,14050,14474
+,40916,37984,29813,46702,9619
+,17066,15787,42834,41133,15843
+,25216,19986,39266,9290,39514
+,7882,1312,28271,46500,39597
+,16057,25151,26477,1053,5926
+,14657,12845,23868,20441,25975
+,41389,19658,22480,26452,24862
+,47915,29218,25793,16397,48752
+,21595,28343,28675,38093,16945
-,471,0,0,0,0
+,40302,49583,17801,39128,7659
+,48092,14467,17361,45473,31240
+,46410,32372,4492,4515,10709
+,3906,33585,26664,18096,47709
+,24425,42251,7300,17353,10056
+,23639,37996,34912,37847,47540
+,45412,25798,25078,27638,16641
+,15689,20510,45574,31751,43066
+,38048,16559,12129,15467,16982
+,15016,45617,11900,5503,48902
+,39423,8798,43351,42551,32061
+,31399,41677,21724,5658,47773
+,42285,44716,33644,15773,18895
+,1017,20750,46459,25270,33257
+,16664,20469,32062,30766,28782
+,5107,26372,7698,34586,42818
+,18605,6104,19335,34895,7807
+,17082,1034,45874,36238,14735
+,30474,47023,24717,2612,43726
+,43429,8707,38427,42855,21312
+,9668,37009,30599,25151,40367
+,25577,37417,12826,14361,25723
+,21837,7762,6023,23034,3992
+,24020,1419,40354,5297,19535
+,11840,9616,32122,17705,17816
+,14954,45856,27199,42939,2980
+,44859,38434,40053,26016,24944
+,17407,16539,27724,8614,31298
+,44193,33673,38942,10887,28630
+,20667,10118,19004,42854,33372
+,6367,48905,10279,48063,25865
+,22139,25412,15450,3025,17220
+,15474,43578,19653,6456,36440
+,19689,44835,43863,41814,20853
+,31150,20019,46401,6173,43533
+,10123,24603,26816,45014,30789
+,49773,33228,19740,6654,31082
+,22053,34474,45156,39021,42057
+,36686,27812,13433,13408,31988
+,12682,22200,4234,45540,28720
+,24286,30048,45895,21161,13331
+,10391,36490,37765,36352,9731
+,40250,17708,15482,28178,25247
+,3312,46445,42433,21422,34112
+,37837,34303,26922,35015,12664
+,24392,42054,13290,41676,38067
+,1967,7191,21322,22861,36543
+,32014,16742,43443,20031,39467
+,23532,43715,13264,23375,34456
+,27716,26644,1071,45294,39968
+,32203,3428,4735,36009,11471
+,11255,10866,1171,13769,22826
+,10594,3241,7994,8543,65
+,49358,26956,13339,5718,31868
+,12225,11792,32063,31610,32887
-,71,0,0,0,0
+,27484,48795,41848,47622,43273
+,34279,7763,37020,14491,40692
+,22165,9232,7386,25241,21693
+,40282,39239,15484,13670,14202
+,26083,45150,24446,25624,12543
+,48098,42343,34943,10005,41648
+,28060,24391,9946,11434,2087
+,6483,34730,49730,21590,32753
+,36202,1667,22128,13323,27966
+,36763,7442,2190,39962,1954
+,14978,22152,12895,34806,269
+,17527,34385,36730,38419,2750
+,12622,7432,44513,10962,9239
+,30508,22641,9440,35691,11779
+,14119,40237,24870,11788,30329
+,10739,2031,9146,31707,25520
+,10114,40211,19843,10925,43440
+,13774,49656,10307,31037,9880
-,997,0,0,0,0
-,189,0,0,0,0
+,23963,9220,35102,16381,34588
+,16883,49940,20862,10598,6196
+,40613,3452,33116,42512,28246
+,47894,13895,19384,37558,1521
+,44211,19628,278,6137,21060
+,29539,15201,23963,8668,22305
+,29477,28634,10673,9503,3336
+,21573,27094,16234,14802,10020
+,17986,9631,7796,48533,14373
+,6574,6353,6132,42449,22084
+,315,7317,12611,3541,31335
+,27156,23233,38419,13682,12418
+,21591,49498,34122,6398,29951
+,40297,33987,24708,39102,26796
+,42969,10275,28829,32302,4330
+,24171,30927,30568,5919,9487
+,14768,20158,48208,17078,30065
+,26557,41555,8938,41382,7370
+,31053,8801,42375,19205,41141
+,46192,9945,37727,1427,18715
+,3668,22719,15266,38575,27151
+,42606,659,29631,8772,39659
+,19402,18280,19698,43281,46535
+,15986,12936,15449,21444,17796
+,14242,44661,11503,24464,24609
+,41133,5015,25143,47749,14028
+,27225,20353,9113,5740,36794
+,30450,34012,43791,853,27086
+,33060,1659,2129,34220,30636
+,46350,41237,37485,18975,27785
+,11466,44050,41223,26140,42533
+,26520,41596,11223,3582,48279
+,48344,42814,24888,43249,45858
+,39314,21804,36181,44153,16554
+,23466,7195,15002,17689,28322
+,48757,33869,47114,41484,13526
+,29561,26414,2071,3750,20241
+,42851,33237,17299,29390,10986
+,15109,11826,37220,37990,39108
+,49763,43180,47845,6897,33956
+,45352,1436,48134,23254,32361
+,29075,14896,24136,25689,16643
-,651,0,0,0,0
+,8323,37608,10261,8135,38919
+,27904,3682,31218,44800,28123
+,18774,4303,18639,9147,19361
+,4446,18350,35299,2808,49414
+,18170,23804,42247,18847,12224
+,45513,37374,1923,46982,16473
+,29421,11523,1005,43371,26759
+,7589,9592,12120,17920,2034
+,22293,30429,16925,28593,13831
+,1156,29402,17330,12809,39318
+,27909,28707,23933,40052,11916
+,45361,12410,35568,48626,10485
+,18536,27990,12202,22187,27523
+,15991,49931,18156,16436,10538
+,36035,25389,1817,41775,32096
+,40610,12781,26768,14280,18948
+,37980,34635,1046,21786,48178
+,9874,23021,48497,42168,17084
+,24278,18519,43638,27682,12883
+,46422,27290,6798,32533,10571
+,28264,6878,33821,35228,46016
+,48683,19871,37650,19784,19957
+,38152,27633,26571,7324,24116
+,5239,49187,17301,47923,22363
+,16674,31656,16529,42929,28215
+,9112,13802,627,49848,12804
+,42495,2158,9606,6917,19106
+,34627,23065,26637,46974,20060
+,37340,35701,34202,45636,44397
+,3082,20064,39902,420,22565
+,18773,3647,3014,255,8206
+,48590,21363,8978,18512,34960
+,28239,1030,8383,47386,20883
+,48965,3579,15702,24657,39554
+,36709,4505,45464,47830,32008
+,34651,9307,24200,40633,49092
+,25921,29843,18909,47046,11389
+,41326,5667,21786,23865,10116
+,933,21605,6252,19870,25863
+,7923,33079,32267,48625,33602
+,1845,17761,6993,44748,17018
+,26503,9105,1782,28908,23057
+,31785,17370,2187,34474,8555
+,45182,37016,20270,21908,37210
+,30950,22387,48586,32610,43456
+,49573,37037,34126,15086,2288
+,10392,31624,17666,31657,36
+,20920,11728,48752,10457,49678
+,39602,38363,20975,1170,30199
+,13578,35770,37863,24480,36995
+,35020,4624,32137,15343,45145
+,7241,17836,41597,49450,36908
+,17226,12334,36208,34590,27996
+,46592,33557,6978,45539,26768
+,21458,14555,49212,47887,26197
+,20438,29829,34403,9258,24109
+,43717,8085,34832,10771,24739
+,22150,18991,37796,22561,45575
+,5039,7137,14835,25753,8329
+,7244,41660,2396,9313,22819
+,35350,11504,29002,30218,48719
+,9231,3526,14954,8977,12845
+,14317,9425,16294,17824,49605
+,30615,48206,2595,11262,18809
+,44032,13323,2525,31281,16074
+,580,16101,32557,15030,22032
+,1352,19904,39862,12577,14902
+,38814,48190,11890,39872,41790
+,7319,27575,41875,40532,36049
+,48579,6844,47187,18617,29093
+,25957,5357,5755,31469,6681
+,39004,18147,27394,27301,25391
+,17603,16859,18823,35816,31111
+,32224,17577,11086,23715,2212
+,33076,40230,4093,11172,6535
+,39714,24760,10413,20703,26318
+,32679,31778,22253,46690,4607
+,39993,3637,41302,33489,41948
+,34610,14125,18814,27724,47120
+,29491,6225,4254,25817,6389
+,37437,8379,20191,37457,15415
+,30738,46443,28553,46664,37091
+,47763,48719,17735,7293,33749
+,12983,6835,11020,49053,31851
+,32264,1046,40218,20465,9764
+,44441,38036,20178,37640,49117
+,47638,22175,49189,9428,27055
+,25942,43668,28959,29626,29198
+,28426,768,45182,13073,43274
+,19826,21143,45847,13424,38531
+,20530,40005,5313,19164,40996
+,44960,4769,25549,9248,44914
+,20000,41727,19144,4231,21752
+,42900,31868,14804,26818,13198
+,9372,16575,3009,32640,15664
+,110,25718,11026,16125,2542
+,29430,7394,9874,34354,40925
+,17023,9998,3004,32073,3331
+,36697,2608,11786,14627,15242
+,12803,46909,7807,4576,23053
+,20989,33406,28485,11582,23013
+,26649,21892,10598,17534,6256
+,49565,37841,15002,39301,25667
+,11587,28552,46512,40411,12928
+,5990,40142,34122,286,11613
+,6734,37602,10853,46406,4861
+,13867,24101,49478,8706,47560
+,7762,20956,28157,35451,49939
+,8866,2027,43673,37972,32843
+,6795,5989,23442,24937,40169
+,48315,21511,26336,39005,15853
+,48767,48177,41206,40785,11598
+,19452,26955,15027,12799,32972
+,47564,32633,21764,21129,44731
+,49613,2609,31101,14228,28611
+,11844,7775,18232,15794,21918
+,31062,42010,20314,37129,41570
+,34154,44483,10458,21500,40015
+,31085,3330,26533,7961,32138
+,49208,42178,48108,6676,20160
+,35634,14734,9952,8636,42555
+,4618,13534,23903,11492,41868
+,23505,40046,42106,17856,43436
+,39207,44245,33841,25107,18551
+,39808,48216,39897,10063,13344
+,23327,15996,29656,30799,8471
+,47482,44003,7947,25279,21965
+,4257,1077,29705,33560,11347
+,12814,40774,35528,27570,36217
+,35574,3725,35728,15776,41307
+,19693,8151,14736,3392,27799
+,19528,23291,40982,8362,15342
+,194,48604,20955,46767,5679
+,5332,45376,6250,46579,2421
+,43622,6696,34880,21604,34680
+,39596,4536,24203,28272,25212
+,14849,33371,37120,40798,40669
+,28632,1940,32597,48866,7623
-,735,0,0,0,0
+,44435,23932,19841,26909,11502
+,26085,34859,37426,44164,5402
+,36415,17010,33158,17489,30222
+,40074,22582,32219,46175,35049
+,41092,6488,26046,20190,23702
+,34392,35392,18759,32499,22683
+,43738,1202,2112,21593,20674
+,46431,19919,32359,10789,17569
+,10764,8734,44919,18247,30400
+,5607,8992,13424,22113,45962
+,40112,39981,7865,37480,17880
+,40475,49375,27526,49370,31644
+,21950,32135,35541,4596,27447
+,23324,25053,23902,2661,49863
+,36494,2280,15216,44762,34266
+,42904,41842,23433,49126,33535
+,30823,47095,44354,15443,42360
+,28417,13275,25837,39733,24139
+,5794,10303,8612,31552,25021
+,41956,22261,12303,27749,33705
+,26417,2808,1576,37358,7004
+,30274,19828,2822,49582,12244
+,19459,12818,15343,9399,20759
+,1229,23921,35504,45175,27976
+,44411,13055,799,39739,30481
+,47386,8123,29512,15044,6267
+,23777,8109,1905,253,11906
+,18299,5920,37084,43214,40458
+,41638,16176,865,38264,44635
+,18365,7684,19415,49688,30721
+,28074,35531,33851,43437,24029
+,45121,21668,48136,17989,10174
+,23608,9082,15641,43742,19996
+,18926,8795,24994,34503,18322
+,35663,19418,3330,21721,15579
+,35418,10436,41370,2543,41685
+,42714,7609,7257,19528,46706
+,19236,25987,35607,16549,30805
+,31951,27022,18690,18555,18434
+,1987,25793,12669,4247,42558
+,21656,28592,20911,25189,28277
+,34954,2351,41533,6498,5388
+,20449,42815,35387,16253,307
+,43758,25224,13115,38051,4006
+,37984,35865,45825,24560,22619
+,9130,6201,1516,22750,10033
+,22698,37367,18810,1379,18898
+,14285,4143,12120,3264,3996
+,26016,37920,23093,1544,43556
+,5760,23694,3290,27219,37566
+,44694,4777,19615,42599,45553
+,17003,23053,25523,8701,43224
+,21678,35560,1091,13732,39812
+,20879,29585,30033,9528,8428
+,39974,33286,20247,26877,46649
+,9101,33872,30059,7701,8857
+,20409,39511,34892,7126,535
+,22392,42177,22940,5862,39085
+,10831,19993,30410,47302,17881
+,19335,28814,30931,24985,8358
+,44280,19528,9014,46337,10485
-,814,0,0,0,0
+,22013,20901,2065,27378,27822
+,13621,43989,35108,4508,44767
+,36346,2818,8831,19373,31029
+,18360,39872,29742,16285,36914
+,17628,25972,25955,37634,25780
+,39416,10455,35329,5780,24594
+,10031,32745,42637,5457,16275
+,27730,44901,36315,27530,44354
+,9427,5148,30660,29038,19470
+,38624,26488,10262,15132,11532
+,1415,44545,35986,12463,47286
+,4201,4891,8041,10352,2589
+,8547,487,19514,4420,33173
+,22081,1265,13822,23205,20221
+,23982,7062,48521,8648,33276
+,44652,49944,21143,596,42372
+,6941,12307,30958,37440,33931
+,35956,12024,18961,22124,49431
+,11661,22753,44016,18876,2680
+,40665,24061,15699,41933,22875
+,45650,17615,24102,41796,10321
+,44290,41760,48791,9287,16816
+,42327,39435,47077,4598,38183
+,33011,26393,30264,44188,18172
+,16666,30817,40904,29602,29402
+,44292,15633,29377,18497,32041
-,445,0,0,0,0
+,16768,43307,45583,8530,47781
+,28448,11126,36325,33310,19684
+,48662,31086,24924,8825,30218
+,40479,32284,16257,36510,5376
+,39342,9451,2040,42410,46926
+,8059,31845,38020,18449,20420
+,5113,38413,18568,5316,2163
+,48621,30096,46123,41722,7582
+,28667,25295,27108,1117,24945
+,48331,14699,12175,21789,47495
+,6728,35750,13038,11116,25628
+,39328,39757,36825,35799,33966
+,2666,48535,6526,22570,36987
+,228,139,37824,18238,871
+,30646,41171,18162,43250,44657
+,37026,47509,15242,38704,41102
+,34616,8864,1352,26196,24165
+,20698,23834,46251,39884,46241
+,14482,29644,8241,21323,21625
+,25291,856,2803,27475,45270
+,37362,17045,43887,30969,32389
+,39375,49022,6948,23870,28585
+,45079,47263,42701,24467,48507
+,29798,21556,3736,38341,6750
+,39281,29192,37407,9373,43021
+,30818,29320,22428,45594,21002
+,11045,28191,38187,31184,11463
+,43136,23025,16342,49134,29643
+,43867,38121,19069,15861,19076
+,44261,30501,18806,37120,44368
+,46529,34400,36604,17152,1941
+,21122,5611,16496,17450,28888
+,8154,49144,5555,5007,10444
+,20785,43989,6789,46962,16380
+,4329,37708,22758,23761,17205
+,16543,4547,25371,7109,8158
+,12954,17202,14052,31393,28384
+,15190,4597,25199,33153,18774
+,24601,10758,19880,48526,35839
+,42877,26717,43878,24550,48087
+,29180,20280,863,45033,39060
+,35639,578,44163,22463,45456
+,11432,29955,48692,47028,41498
+,46652,1823,19723,1076,37853
+,19841,38091,3658,20178,26219
+,8892,35707,2556,1010,19723
+,5726,7081,46838,40157,45734
+,49836,38057,19658,19831,34068
+,16716,15574,2151,34301,37085
+,36875,12318,18844,23105,46031
+,28585,3660,7982,30875,25794
+,25836,12814,10061,44030,47531
+,27479,21177,33850,38384,3635
+,18566,7237,25665,25143,38929
+,44227,24310,32061,7274,23666
+,1402,40175,15819,28678,5152
+,37475,33506,24136,20243,15682
+,8508,1808,15665,6144,46346
+,3087,34277,46139,2487,15573
+,9426,30733,31621,14716,26166
+,19989,33784,36897,27530,41955
+,27554,48011,37529,3836,46995
+,3902,13700,11596,41475,44684
+,4264,985,28948,43288,15536
+,3061,14597,38010,37418,36397
+,25433,16278,43365,27429,7557
+,10425,49879,13709,897,7457
+,47695,27386,40595,29345,34496
+,46068,23038,46958,26134,2907
-,566,0,0,0,0
+,26562,44426,39958,2006,987
+,14640,8548,48581,23129,25161
+,16151,46606,23003,12302,48155
+,5307,9181,1788,23599,10992
+,1050,32080,17227,31497,13766
+,44350,5466,43421,15055,35786
+,21339,49851,36229,28727,3650
+,18674,20651,44649,47187,8765
+,47287,42083,30218,33742,47296
+,619,15243,4660,25668,16970
+,12972,30389,16510,45603,33947
+,35058,19588,6825,16997,31506
+,11776,30489,17173,10745,40478
+,49956,5847,46940,8018,13139
-,147,0,0,0,0
+,17441,10946,676,28248,23365
+,33231,20027,20792,44907,25978
+,23868,9304,38453,36111,33774
+,27300,10134,38634,12064,44994
+,20471,47049,32695,24020,804
+,2382,33629,36861,40434,44886
+,24925,1541,54,37416,38771
+,27790,46348,1389,36984,32260
+,5381,37053,37331,35683,17807
+,48536,33908,41520,44256,34772
+,9783,21229,11946,39526,16198
+,6629,31785,18439,21850,36716
+,20657,18584,9166,33735,21688
+,6980,30711,25293,6710,28518
+,20074,37169,48067,47792,30088
+,45894,22874,44187,8551,40834
+,48392,7837,46448,10747,27625
+,23369,24339,42116,5837,35672
+,46369,21137,2682,41447,48138
+,32183,45007,30031,35145,10473
+,39307,4299,30367,42978,17047
+,16867,42133,25866,9359,13996
-,433,0,0,0,0
+,10825,45610,5691,40999,13470
+,25969,40010,563,47026,33357
+,9500,48235,5654,766,8984
+,35144,7219,39106,16485,36637
+,22840,25690,33741,8488,29128
+,1243,36207,43801,16119,22159
+,22686,44923,19577,26200,8822
+,12370,24,46907,20634,20973
+,36124,8341,37870,43554,24988
+,24922,39814,14852,29509,48897
+,14354,24535,10249,24990,8814
+,14496,10327,44247,46882,38883
+,21988,19286,35694,47136,8160
+,9527,11158,24543,46849,17847
+,48601,28277,15726,7854,43793
+,44965,1084,13850,8472,4786
+,23275,7417,29866,41903,25344
+,3598,9452,29717,38494,3443
+,14589,3715,5019,49520,6667
+,26545,14616,39793,24900,24630
+,10270,37311,12870,36572,15308
+,15144,8491,44117,23814,39674
+,44102,25222,39285,36558,46838
+,30392,33305,12279,34665,32326
+,31314,48193,26794,6545,6261
+,26564,17388,28290,7394,29546
+,10918,42603,29147,46724,9126
+,11339,37244,31965,45710,49869
+,42586,35653,24904,24446,10994
+,43783,19442,4583,48129,3837
+,15467,46039,41191,38101,43569
+,35958,27336,21022,11187,44270
+,9138,41488,5065,36604,18964
+,38277,33039,47463,44591,44354
+,36752,49207,18238,1290,49654
+,31405,23136,27362,36443,7737
+,14523,31737,43676,46279,6227
+,9593,26689,16345,13089,25615
+,3641,45789,31159,37891,5421
+,14244,38800,45187,2779,29675
+,22557,24965,24194,19785,5784
+,42217,6171,5222,17192,33915
+,29884,42403,2111,20581,16121
+,25979,31804,24972,40449,22258
+,49501,26554,45881,20147,40035
+,25283,11067,31869,42928,1428
+,12306,6251,28502,35595,11005
+,47979,17146,44325,29977,20511
+,36891,12996,48463,44284,26703
-,348,0,0,0,0
+,3264,8127,36564,38247,37446
+,48727,7509,3881,26140,19823
+,44849,35737,42225,42704,12237
+,685,39043,12783,20095,9975
+,10357,40974,29148,9047,33610
+,25054,4164,29680,5451,1990
+,47283,44109,23253,20973,26000
+,35784,34099,4593,27991,3235
+,18612,26802,42839,32524,42182
+,25250,27090,34002,13280,35035
+,35807,48386,16013,20159,6661
+,17878,25727,26112,28690,25344
+,21696,18980,6576,38080,38176
+,37786,6495,13571,7061,5286
+,6862,33101,22904,29564,25526
+,47855,36287,36604,38451,17830
-,989,0,0,0,0
+,32757,36567,23072,39320,30154
+,9918,22277,46495,16698,49921
+,16131,26083,21919,38429,33855
+,13177,42347,46460,20095,4422
+,5179,38095,3742,19050,21388
+,5977,40916,7072,35897,16748
+,9350,16436,24582,16878,25307
+,8988,35895,32452,39497,48164
+,32861,36058,20318,24562,49384
+,13418,7424,16400,41902,3093
-,952,0,0,0,0
+,34758,7586,22029,37395,2529
+,16343,45673,2189,29371,41627
+,14480,14876,1196,9031,48174
+,16812,16823,46948,11069,48826
+,26062,32484,22946,34218,32199
+,37668,105,428,41948,41706
+,37746,21732,8436,42736,43354
+,22746,38718,23736,30451,1381
+,6304,28645,43092,22608,3773
+,6875,40898,1998,31101,11062
+,46793,1497,26506,46172,37090
+,908,41888,9029,9741,13491
+,12764,45058,22389,38228,42630
+,26768,11051,1548,21212,42376
+,49132,13823,29678,19250,22105
+,19979,49952,21111,27974,20073
+,22903,35981,46543,31468,27600
+,38445,39205,44930,39437,11917
+,18654,28631,4478,48557,20994
+,23336,48463,1060,46440,22656
+,1326,6791,29263,2933,33893
+,42106,20324,19793,8345,16992
+,2568,12199,13124,38385,33945
+,15173,37644,27162,34793,16684
+,48721,25893,23565,38575,28039
+,29978,28264,10613,6368,38516
+,46621,23572,27806,10263,7599
+,36698,5225,28380,28494,29573
+,3457,32949,31635,16691,31259
+,12357,14422,32724,12009,49628
+,15060,41935,32397,22422,41016
+,41654,7124,22843,11113,2451
+,43350,47925,17228,20534,17144
+,40588,47357,31962,22117,47421
+,48287,43306,34244,24668,46974
+,25178,7714,11283,6637,9943
+,5500,28758,47117,41936,4159
+,5475,5694,31193,19444,22979
+,27179,27005,11428,20475,22845
+,17577,31632,26158,36245,11122
+,9664,38001,27154,26106,41741
+,45474,3658,48945,40395,43420
+,4768,4598,49100,46155,39972
