OP,A1,A2,A3,A4,A5
+,6858,9320,5388,1344,7586
+,7694,1225,3173,9217,7863
+,8464,2925,634,5835,8631
+,7548,3457,918,827,4775
+,8289,8425,1534,7717,1686
+,5026,2611,9552,3919,8164
+,9755,4706,1443,8016,236
+,5654,6916,3436,559,6645
+,4270,993,753,4927,9129
+,9290,2822,5271,7123,9924
+,1286,2311,7961,598,9133
+,3604,2428,7602,7995,1599
+,1976,415,3347,6067,3688
+,7497,6132,4062,3734,6561
+,6668,4480,4776,6736,2790
+,2944,7519,7507,8206,7314
+,3074,9707,3755,6888,567
+,8261,7356,8973,5468,6513
+,6247,1182,1903,4060,4898
+,6775,7802,7595,5390,8949
+,6355,5302,3890,5045,616
+,818,4293,1040,5279,8802
+,1293,314,6233,9737,1119
+,4653,1945,7724,9709,7675
+,9596,5464,2017,8625,2903
+,8315,30,9358,5003,3684
+,8939,5425,9125,8505,1145
+,1120,8843,2966,5519,4641
+,5271,1136,5286,1649,4024
+,2288,3372,6478,4704,9186
+,7101,3061,4924,3547,4404
+,151,8055,1062,8119,839
+,2551,4180,7231,6882,9651
+,1696,6271,4905,7114,2028
+,2639,7201,2369,5333,7790
+,6614,8223,764,1259,2087
+,6433,2974,2915,8724,4553
+,2316,3115,8631,776,5118
+,3660,1864,3769,6884,9480
+,8007,3820,5094,416,6002
+,8113,5023,1466,1010,9543
+,8980,9591,2383,5560,6575
+,5762,3142,8886,1180,4986
+,9640,8587,188,2141,8366
+,3832,422,5262,6320,4556
+,8545,6636,6586,2432,6538
+,4021,1325,8283,815,9696
+,9352,1283,8510,8324,4224
+,6281,6182,8291,3447,607
+,4321,1025,7942,2997,9497
+,6299,9899,7223,3672,5175
+,7141,8688,9573,8706,6662
+,4853,2127,3032,8808,9505
+,2336,1503,7335,9147,3364
+,5080,7078,3743,6787,4289
+,6334,8567,2875,8788,5625
+,5641,4488,4813,9731,1603
+,3178,8082,8753,8409,5955
+,2872,7338,4118,2444,92
+,3922,4258,9583,959,6623
+,6196,4555,9843,8279,3200
+,4675,4452,3792,8969,7569
+,5155,7005,4008,9594,5620
+,2155,7360,2480,4432,4860
+,8659,7230,4113,2169,8856
+,8150,5636,9108,855,5092
+,6144,4671,2274,6793,8933
+,6959,8239,8557,2444,4455
+,7835,2554,3698,7870,8826
+,3250,2309,8471,8380,8887
+,6287,9820,3692,4005,1380
+,2911,1251,6345,4837,649
+,5448,7348,8439,6967,6222
+,3038,3264,5973,3239,4517
+,5412,9995,9293,6964,2044
+,7862,9640,98,1304,8349
+,7528,5540,7534,7161,5372
+,1796,1096,1125,7016,890
+,148,682,6861,9820,4771
+,1991,5050,6782,6167,3424
+,7186,8728,8878,1932,6652
+,9060,2230,1354,679,5514
+,2734,6434,9139,2277,6328
+,1392,9276,5216,3680,3519
+,1815,3045,129,4634,9797
+,8471,978,9318,3631,1957
+,980,3094,78,1964,9300
+,5295,7366,5206,206,6283
+,5014,6663,3233,3555,8436
+,7011,5918,7447,1046,5332
+,7181,9903,7196,8282,4544
+,6790,4711,2805,465,664
+,2933,5838,351,903,6616
+,5819,5969,7771,3768,2370
+,7053,2280,5034,1081,5550
+,4720,9026,8476,968,8570
+,5482,9328,5559,1411,8382
+,9554,7749,4439,1978,6416
+,1981,4683,2765,470,7183
+,3316,9789,6805,6083,8804
+,9300,4061,8074,1678,3077
+,4073,5399,78,6908,1302
+,2665,8537,1448,1913,8837
+,9583,6213,77,4255,7066
+,3729,4656,7029,946,4297
+,9015,1609,9158,8934,9318
+,2708,5914,2082,4766,4516
+,6043,6503,1418,9942,9606
+,4797,1714,6933,8814,1824
+,8120,5374,7721,4481,7401
+,1559,82,7105,7135,4700
+,4233,8491,1343,1978,5572
+,1995,6790,5689,2768,3261
+,2218,2795,1593,4034,1914
+,4345,4908,3484,2209,5557
+,7984,8176,2030,1607,2249
+,6714,6058,5929,4037,8521
+,1167,5740,18,8725,4486
+,39,3738,5713,4436,2620
+,3843,1714,3522,5006,6468
+,2905,697,5481,1948,3880
+,5425,6629,5168,100,9962
+,7473,6647,4093,4371,1309
+,487,1442,7330,1661,1897
+,2111,3358,8452,5893,2277
+,6256,9754,2461,2999,5240
+,238,6318,143,1851,4320
+,5326,7753,2868,5390,8348
+,656,1792,5948,1656,8047
+,3473,1551,483,4772,8215
+,6420,1134,705,5400,3303
+,6025,7042,7783,8542,9301
+,8660,916,8125,6129,8830
+,5893,1740,7691,9079,2141
+,2273,9127,880,2400,8005
+,5290,1712,9800,3745,6098
+,4891,8876,3708,1024,1689
+,6112,8138,2518,5474,6260
+,683,458,2716,4413,7670
+,4842,3158,8455,7507,4581
+,6000,8554,9292,7923,9593
+,6896,306,5052,5638,5511
+,531,6867,3240,1583,9173
+,2576,2172,3324,8465,9164
+,2324,2660,2922,3614,3257
+,6698,2059,5393,8409,6154
+,8299,4855,9063,345,8476
+,5967,2621,3901,3190,7141
+,5242,1108,9685,96,345
+,2106,2483,873,4010,1841
+,8607,6829,5121,7652,8845
+,9324,1239,8579,1250,819
+,3655,3728,7222,1001,9810
+,6531,3044,7317,3625,609
+,4367,2248,4088,5224,7328
+,9778,4058,3687,8897,8662
+,8331,1587,6756,1919,1571
+,4962,393,7814,4851,3637
+,8990,3727,8170,3050,9110
+,7781,3036,8175,7445,7365
+,1560,6652,2082,4081,50
+,6134,8077,4882,9822,1131
+,1394,5196,2629,2657,5752
+,4474,9787,7592,7755,226
+,5449,5804,1209,1085,6465
+,2067,788,477,3411,159
+,5946,3582,5504,4581,7123
+,1154,2302,6979,8459,1624
+,4267,7926,6019,9197,7494
+,7595,1352,2253,3045,4503
+,4517,8505,9614,969,6890
+,3679,6120,5672,5107,1832
+,8052,3578,8704,4267,7246
+,1608,2383,424,728,1668
+,9161,2307,4286,9449,2980
+,7546,7110,48,2322,9061
+,6616,6134,5817,4839,1134
+,24,8940,3568,6177,5838
+,3817,7699,9573,5813,6258
+,7985,7202,4885,6548,5996
+,1374,8768,8303,2351,8335
+,294,5453,8194,7248,7460
+,8616,4062,2406,4895,3839
+,5565,8862,7605,757,4107
+,2202,4177,3647,3201,1202
+,2625,6424,1525,9998,603
+,5150,1211,2019,870,4807
+,2683,7038,1805,5906,9139
+,1812,9409,7511,2580,5749
+,1814,3912,5377,9102,4082
+,1343,7102,1276,4138,8040
+,5365,4342,4834,5197,7133
+,723,4997,3009,6771,8773
+,7430,8690,8088,3423,4389
+,6174,9601,8416,9261,4596
+,5055,9434,5667,7696,3866
+,7037,3294,4024,8215,7320
+,5033,8882,6764,2517,9950
+,7854,7012,3353,7329,1118
+,9419,9706,2734,5450,3514
+,7070,2224,6367,9326,6209
+,5087,8801,1787,3341,951
+,3538,812,1449,7289,4499
+,9905,9514,8434,5616,1892
+,1829,5095,9527,7010,2005
+,7555,3524,3833,4839,1998
+,9244,3644,6892,5253,2164
+,4577,6212,9002,1029,690
+,2123,2220,2837,8217,5666
+,5093,9367,5563,4445,4331
+,6419,9743,3731,7140,3561
+,6669,8757,6335,2243,707
+,1382,2845,5791,3322,2822
+,3788,594,7843,3874,921
+,1569,3178,4123,8123,5280
+,8431,9206,1429,3731,2696
+,1348,1947,8707,309,6510
+,5118,8680,4337,6211,3068
+,2561,916,2779,4876,5189
+,9621,4762,388,653,4561
+,8578,6581,9158,8427,975
+,3344,5362,6033,6668,8314
+,3414,4508,6559,1090,7771
+,9883,8303,6016,4005,5148
+,5153,7804,7860,992,2400
+,1325,2650,5068,298,7932
+,3949,5617,5688,2107,2646
+,2723,9860,7327,9193,1478
+,7883,9406,6134,4663,4917
+,6766,1094,8781,6130,1432
+,7477,3728,9433,7030,2520
+,2851,3990,6468,5286,8532
+,6476,2537,6438,2974,5856
+,22,7625,4933,1796,7262
+,474,8444,3892,5244,2062
+,8033,1901,2720,3970,2722
+,4548,1351,8031,9581,9643
+,376,3134,2620,220,2631
+,9670,3041,5043,8752,3739
+,6661,2920,3788,389,8180
+,7652,2169,8844,8583,5001
+,5511,963,1812,5224,4657
+,1744,9429,8735,8069,6758
+,7707,3222,836,30,7756
+,6227,6484,6776,2529,1570
+,7935,6859,9409,8301,4893
+,9939,7770,200,5693,7588
+,9534,7960,35,9817,1018
+,8782,6831,2969,4652,2016
+,1455,8576,8374,7920,3387
+,4560,3669,2448,5415,5560
+,6560,7657,9124,4161,2148
+,6305,9996,6652,9274,1376
+,453,9469,29,9546,3127
+,3521,6249,6818,6731,3824
+,4909,487,7123,3496,6534
+,4084,6056,8241,1596,7916
+,5249,8378,4086,5815,6801
+,7197,9600,6943,3029,4481
+,4798,1487,7414,1663,3068
+,233,3392,8884,1461,3372
+,3675,2454,2151,2936,3937
+,3475,205,3467,1396,4752
+,6100,4427,804,9270,5035
+,5834,4916,2710,3336,5941
+,918,7631,3192,9266,220
+,463,7316,1925,4520,3002
+,5152,4812,6139,5163,6834
+,524,4121,3852,7380,9303
+,8806,3911,4081,478,5400
+,1912,4559,6865,8951,7063
+,9389,6875,2973,4312,7191
+,8453,9907,7431,1443,2952
+,9869,7893,1742,6042,5115
+,9824,8681,2860,7530,9971
+,7353,7093,5729,9776,9424
+,2523,3119,8909,7462,5111
+,5430,7613,7582,1091,3827
+,2424,5134,2658,5736,1884
+,5902,3103,3079,3126,2399
+,9770,426,5506,6728,6157
+,5051,7135,9841,8431,9534
+,666,4628,7196,4834,514
+,3120,1210,1699,3131,3245
+,9166,8910,4223,2337,9122
+,5850,8207,3764,5930,6944
+,3301,9358,6526,7490,9539
+,2760,6358,6837,9105,5394
+,7259,425,679,265,9498
+,9780,2600,4460,1143,2219
+,8112,8637,7511,4234,9085
+,2319,7994,2964,2273,6823
+,6069,1601,3087,4994,3127
+,7612,3640,2976,5337,6715
+,9691,3050,3076,7780,9019
+,5642,6976,7633,5014,8795
+,3592,7921,3300,1034,4340
+,8852,9226,7279,4602,3246
+,4497,8202,6578,2522,7480
+,9668,4224,2794,7078,3072
+,691,9522,5094,5416,6870
+,6700,7328,9889,1832,3366
+,1905,9617,8024,884,7477
+,9599,1711,5842,6324,2970
+,5558,4057,541,1808,1090
+,3043,4874,8512,4565,1688
+,1078,2700,2042,8149,2968
+,7124,8354,6843,8827,5590
+,5396,6432,1458,6546,2227
+,9380,9056,9996,5179,6315
+,5154,9300,5238,4538,4733
+,6771,4683,5114,9735,9655
+,9220,4944,9282,7599,5299
+,8158,1703,9181,5841,1604
+,3888,3453,6760,7622,7898
+,7325,5071,3230,9264,3709
+,66,6608,7495,643,3595
+,9611,2014,5952,5342,9201
+,4758,5380,7276,737,5041
+,5278,3992,3759,8007,8907
+,7718,7935,3881,2108,7888
+,9382,4608,2144,5294,6287
+,8283,9718,4762,7080,7788
+,3516,486,3252,5469,261
+,2607,5679,3978,6749,464
+,5916,9193,4340,2046,6218
+,3289,7237,4391,7418,6086
+,18,8839,5455,9967,7626
+,540,1065,5715,6744,7522
+,1057,1587,6050,8352,6161
+,5442,4179,1317,3416,727
+,1982,2337,5385,1668,4968
+,8419,3153,1547,539,334
+,5203,6754,613,7236,1006
+,8293,4203,6739,33,9659
+,8123,3924,8913,6326,2187
+,9870,8780,2763,0,137
+,9613,2164,8502,2276,6788
+,7117,7204,7837,3192,83
+,2451,8968,2637,2452,3748
+,7836,5664,4987,2183,6491
+,2902,7687,9939,2840,2757
+,3035,3463,1571,3055,809
+,8725,7612,2253,9923,8623
+,5192,4692,1409,5263,810
+,422,6381,4882,5128,1109
+,5703,2823,250,4882,5730
+,7682,2924,7490,9573,9948
+,8404,3344,4184,137,894
+,515,5309,7530,1929,283
+,7914,7843,7490,6827,1214
+,616,3263,607,4709,2156
+,4938,6193,507,5257,5669
+,4785,5123,8316,4151,9873
+,2482,256,5796,1408,3038
+,9117,9563,9702,1593,6137
+,722,6102,3648,7453,1888
+,9426,9849,4592,7853,9599
+,9355,4474,2479,6674,4625
+,4850,6575,9626,3438,3399
+,1666,8643,9850,8156,1428
+,8129,6274,7847,1753,8759
+,3427,428,2354,1283,1544
+,1068,7970,2598,673,9230
+,9606,1177,6054,5017,8539
+,5329,7418,4856,5164,3411
+,3708,4659,1613,7421,2193
+,4304,5974,2261,6667,8975
+,4047,1009,5151,6139,2328
+,644,7701,2316,8784,4842
+,7428,3188,1944,1375,9346
+,4855,2436,5525,404,2652
+,393,8475,2523,8499,281
+,6555,8762,999,5015,7635
+,5174,4550,5108,4039,2180
+,3932,2819,948,5656,9960
+,7621,1426,5032,1025,2549
+,1279,6220,3975,2629,7498
+,7302,8497,2510,1854,9923
+,9844,1127,6609,6507,420
+,9976,6382,667,5082,6170
+,6543,3243,5382,2353,6741
+,8823,3433,2675,824,3985
+,2470,2568,4085,6941,6330
+,8286,5707,5946,3697,1414
+,6527,637,4837,365,9484
+,717,500,7715,5933,720
+,6293,1554,5449,5400,6832
+,6267,988,5388,4586,5503
+,5238,1713,3943,5007,5011
+,1287,9079,532,9096,4138
+,9625,5926,7459,175,5137
+,6269,9301,571,5404,6339
+,5233,828,9711,4031,4147
+,3576,4449,1199,8862,870
+,571,5506,4374,619,3170
+,3199,8215,3292,4693,9062
+,1402,8775,1772,2210,4547
+,5596,7666,758,8302,9531
+,7358,6022,359,6473,1488
+,2948,145,4265,5408,7733
+,5865,2460,7831,4198,1794
+,9262,8282,976,5096,6580
+,364,2568,3439,8837,8397
+,5969,1923,5197,8077,1187
+,5000,1008,2607,6487,2445
+,2915,1921,9962,9832,225
+,4584,5230,1793,8489,9193
+,9735,7503,322,6075,989
+,1879,6797,9205,8310,7521
+,3958,964,5880,6490,8612
+,6177,4005,237,8862,7830
+,7446,4995,2512,864,9601
+,3618,9727,4362,6354,1128
+,2230,3881,826,5169,6763
+,5677,4729,5503,2973,8843
+,3221,6332,8472,7688,3683
+,5050,5736,5335,4550,8058
+,7995,7958,8685,3763,2201
+,4117,600,5418,4499,9163
+,4120,6623,5028,7414,3734
+,6522,5738,4865,2641,1106
+,2236,7857,6897,4914,5255
+,6057,7547,412,6182,8152
+,8252,6514,9770,7420,5234
+,4830,7030,6363,9820,5434
+,9116,6332,5608,9430,1010
+,7039,6548,632,6508,7104
+,3849,4637,3342,9217,6618
+,2398,3240,2196,7831,4329
+,1651,4097,2655,2973,1985
+,8864,4161,8907,5024,9848
+,1619,7314,970,9683,3184
+,579,3931,7692,7269,5216
+,7611,8495,2654,8577,4309
+,7248,7278,8690,2934,307
+,6825,9864,7378,2339,6752
+,1777,1584,4128,6050,4732
+,8956,1332,589,8228,7636
+,9707,1077,5758,1871,790
+,584,4090,4927,2454,3293
+,6197,2553,6288,5090,9973
+,3103,2258,9850,8694,9060
+,4884,6186,3077,327,1483
+,952,8522,6451,7906,1332
+,7817,4841,9733,2824,4960
+,7663,3609,5083,1774,1632
+,8925,769,6101,7937,7600
+,4164,4365,3630,7376,3754
+,703,2456,5904,3658,1500
+,4203,7430,9365,3612,7251
+,274,6125,2436,4332,2571
+,8871,4187,248,773,4438
+,105,9345,7479,6912,8802
+,9092,9796,4226,2100,2181
+,2012,9138,7058,2963,183
+,7143,2200,8217,9061,6208
+,8220,5551,2496,784,6632
+,9608,2671,2444,6379,8400
+,8433,2039,6455,3944,1719
+,2329,921,429,2673,9474
+,4368,5981,3366,824,5023
+,2980,7324,1797,5290,1976
+,597,3083,1234,4333,4637
+,7275,9631,2475,1325,7967
+,5863,18,2508,587,4415
+,7879,4271,6118,4564,3270
+,4859,9409,286,1526,1155
+,6727,8929,7419,2551,1015
+,1555,159,6051,4704,4797
+,430,9511,3149,8754,4049
+,4663,4896,404,8396,8526
+,7335,7667,4907,6095,7968
+,4867,5061,1055,2207,7482
+,7271,3113,87,7211,278
+,9253,1190,5588,3955,6033
+,3903,5174,7436,6496,7895
+,2609,4441,8371,8028,2048
+,9118,7354,7193,8863,6883
+,209,8527,1647,7745,142
+,561,2731,9838,1243,790
+,7448,7343,2983,6116,7540
+,5496,2677,4116,9189,7906
+,5052,2105,8930,9614,5671
+,684,3553,9766,9280,8954
+,3480,1756,8934,2813,8848
+,7410,9115,5948,5610,7447
+,3172,562,7779,7043,103
+,6902,4716,5376,4956,4508
+,4431,4336,9625,9068,1171
+,3784,9055,3897,3046,1638
+,8649,5279,3191,9939,9911
+,4552,9825,1027,5747,3249
+,3938,5846,2546,9823,912
+,7289,9645,4283,966,5951
+,1548,6957,5494,7665,5534
+,9698,5631,3823,7599,6173
+,2080,1840,8457,2253,1943
+,778,4312,2687,2108,4009
+,8351,5199,4798,8811,7149
+,994,9802,2043,6568,717
+,674,9673,8113,9012,780
+,1998,3833,4886,4364,8625
+,1067,3821,7632,45,6803
+,7214,2871,2075,3035,358
+,8960,5499,9807,4862,9420
+,6520,1769,7102,4488,7252
+,5328,1320,5723,3495,7956
+,2949,4485,2416,2241,8173
+,7152,9787,5430,4947,5167
+,1891,8827,6948,7379,8498
+,9815,4926,7131,8453,4567
+,7647,821,542,2533,9938
+,5133,7841,2488,6917,4306
+,2459,2451,292,8607,7423
+,2165,7756,8623,2723,7275
+,545,6347,6311,8076,9165
+,7756,9469,518,6017,1880
+,379,8745,2315,3703,1480
+,7898,9176,7342,4198,8183
+,8290,8536,9390,334,2397
+,2472,8492,4796,8699,778
+,9463,7780,1938,3918,7129
+,6796,2548,3456,1842,8588
+,3515,1805,6664,1920,7429
+,3764,7563,6471,355,6985
+,1198,1529,8026,1030,8389
+,659,4409,2417,4512,3204
+,2420,9785,3140,5482,3026
+,9402,8426,5131,9416,2571
+,4088,7275,7289,1841,9681
+,4808,4208,52,7168,5214
+,8176,773,6987,9292,7296
+,9437,6643,5238,4044,4441
+,3698,7109,6718,2370,2601
+,2418,3802,5776,5406,6702
+,4168,7228,9907,9868,6226
+,4252,7086,6601,6961,3540
+,6130,430,9417,232,4849
+,925,5857,7493,3719,4146
+,4410,2955,2689,2956,5640
+,1056,1499,6658,8443,9472
+,9585,7567,5801,9485,7962
+,9669,5304,8843,1990,9023
+,1218,9115,6216,5290,5490
+,9856,9021,6990,2548,1841
+,4112,761,9620,9884,2442
+,5560,9528,4987,6925,4373
+,5690,2505,8471,7339,6189
+,5222,2906,3193,6233,5134
+,1692,9116,1706,638,2577
+,325,5713,5510,4217,3804
+,4829,4154,9743,7336,7923
+,9801,843,6227,8491,4546
+,8651,1674,3484,2835,5041
+,353,8931,3973,490,6799
+,8785,9718,7994,5731,9166
+,9397,1060,3166,2688,9274
+,7569,2531,9536,9161,9794
+,6830,5708,6256,829,1187
+,7800,1448,4700,9919,3356
+,7200,4714,7385,3334,7203
+,569,1766,2769,2950,5032
+,6262,7426,4251,1011,948
+,3483,2404,5228,4338,5574
+,868,3693,5111,6507,2084
+,3572,4167,570,6794,5092
+,3632,7083,8891,2794,5017
+,4389,9078,6649,218,7780
+,537,1970,6852,2530,9046
+,3057,6042,4072,4446,2392
+,956,8211,2840,6272,1612
+,188,4257,2559,6366,2781
+,664,4412,8751,9175,2853
+,4756,2241,601,3509,8456
+,4814,1931,8291,7682,7726
+,7962,540,7356,6213,7429
+,2376,2102,9421,5376,7917
+,1533,1954,5908,6561,3452
+,3591,7280,7363,3951,5673
+,716,4229,8076,9287,992
+,7217,3516,9014,8373,119
+,2073,3539,6682,6058,7717
+,5003,2645,1756,1598,2691
+,2386,2011,5142,8246,9524
+,4567,9815,732,7305,8195
+,9904,6255,8104,3614,6191
+,510,8810,4304,961,3089
+,8631,9634,3106,6587,1231
+,7716,5029,2652,9380,8202
+,9682,356,2638,1337,7764
+,471,7891,5537,2857,5151
+,7342,1244,6619,4174,1210
+,8985,4132,2120,6332,135
+,7631,6862,5313,8852,3863
+,8426,9655,845,4018,8013
+,3359,3478,9330,8171,4228
+,9873,13,1473,470,509
+,9532,8835,529,178,553
+,136,2273,6909,8358,7772
+,7157,1837,878,3785,8715
+,2698,9274,5239,8870,9342
+,2298,7958,917,2517,5222
+,8503,1575,7803,8142,1221
+,2841,947,5609,8638,2784
+,1235,2967,9171,9451,9249
+,775,8205,4221,1892,5697
+,5671,8285,9262,6066,7488
+,4045,9790,4668,3938,5319
+,1778,4223,3697,8734,2589
+,8915,6027,6894,4770,1267
+,6042,8914,8767,743,6123
+,3302,5847,1720,5741,6878
+,2181,2243,8456,9076,753
+,3794,2645,8519,6058,4467
+,7169,7130,6753,8045,8920
+,5314,758,8454,8299,245
+,9650,8279,6347,4039,7916
+,3728,2038,4401,3557,1117
+,1630,6506,4982,77,9494
+,4138,5352,5310,4448,689
+,2958,4840,1582,4936,3497
+,6724,6165,5476,8310,3929
+,4110,9641,4947,3984,5316
+,7187,6584,2900,9667,8733
+,5937,5968,1101,925,6745
+,9830,2774,8805,7437,411
+,3313,1605,4794,9253,7363
+,9204,9351,3541,2671,4217
+,7578,8428,4135,7094,1528
+,369,3984,3063,8950,594
+,2621,7715,6140,8330,6463
+,3850,1808,119,515,2324
+,9381,637,9723,3806,9059
+,9322,1393,5114,3340,4273
+,4707,2990,7501,3118,3043
+,3842,8081,3588,5088,5348
+,6263,4963,4313,4410,6536
+,2674,6854,31,9134,5730
+,2718,7553,6826,5868,7600
+,539,2072,2813,5980,5555
+,3870,9364,2911,5715,1861
+,7925,2004,2278,3781,905
+,744,3485,4142,6916,2731
+,9138,7586,1100,2213,4062
+,7671,2534,5913,9797,1909
+,1425,3417,9764,9503,5207
+,2912,2806,141,341,435
+,932,7366,2553,6914,4334
+,9005,486,1135,4194,5252
+,6354,4665,3537,1613,453
+,7919,515,6300,524,577
+,3377,6084,5301,1347,142
+,5345,2732,1796,4157,7901
+,4205,9414,7911,9030,2914
+,7295,5275,3527,2411,7883
+,7030,6436,9377,7259,5866
+,6325,134,9757,4650,9720
+,4684,5792,4624,1438,8266
+,9978,3503,7793,601,7170
+,3860,8062,1437,6436,4350
+,165,7905,5287,4031,4487
+,4672,9235,1965,7901,869
+,8778,7174,4328,6016,9706
+,8999,439,7108,3957,406
+,7129,8115,6193,3461,2821
+,4772,6350,895,1488,156
+,8930,6235,7772,6438,8753
+,682,7259,475,3587,6233
+,9575,8640,5459,8652,2849
+,3064,8957,2560,6939,1696
+,3270,7302,3096,2541,3388
+,9247,6685,6533,6092,7718
+,5682,4990,3915,920,5036
+,6094,2090,1093,4639,1582
+,1463,7044,6819,7147,3150
+,1590,6012,9498,3110,1965
+,1080,8041,3709,5838,2115
+,9208,6365,3179,7378,3971
+,650,7865,2215,7915,4647
+,403,2042,8703,2955,9545
+,2345,8550,6601,8714,4182
+,3513,2504,8882,2581,9860
+,4277,6733,5030,6338,5343
+,6442,3608,6474,1439,2736
+,7370,2868,4931,2748,1856
+,9052,9056,9788,222,5795
+,9521,9060,9947,2772,7540
+,929,8175,9406,2615,6941
+,3683,1015,4013,5297,8281
+,2077,9467,8286,1326,3531
+,5530,1134,9036,1034,8430
+,6837,163,7515,6648,4697
+,8306,9275,2816,7373,4391
+,7019,7791,9596,4586,9490
+,9379,8743,3588,1283,5463
+,7252,6545,7328,3513,4517
+,8882,2261,3219,174,9154
+,8462,7077,5030,8631,4098
+,5235,2132,1394,974,9867
+,7588,5689,5223,8573,1701
+,6083,2737,9563,2126,9332
+,3330,607,3096,6955,9269
+,8179,5744,4865,18,4662
+,623,5864,6041,6261,4487
+,9737,7812,5298,5868,5994
+,2755,1410,6287,2444,4331
+,8097,9233,7690,3787,8030
+,2389,1499,2526,4792,2919
+,824,4760,7068,8618,8453
+,5625,9647,8934,2601,193
+,580,3814,2457,9189,9603
+,5354,2272,2021,8772,5048
+,8718,3728,6823,7680,1896
+,7758,6966,8124,2408,3463
+,2300,1745,516,9684,8604
+,4539,7654,5547,7922,8271
+,9841,254,7916,5203,549
+,1775,4998,6829,5789,2082
+,2716,765,5359,6862,9433
+,1933,7065,514,2632,9289
+,3607,1366,2603,1934,5914
+,6280,4256,8355,4081,9518
+,260,2055,8721,6069,2120
+,8554,7004,2609,2982,7346
+,2309,1641,700,9195,3384
+,8788,8698,1111,3656,971
+,456,7830,3633,7517,5352
+,6284,152,5467,8331,2633
+,2357,1354,4915,219,2246
+,8921,5046,5765,233,2228
+,7323,8754,9525,6052,6076
+,246,6626,5523,5297,992
+,1865,3898,2812,4003,2745
+,5201,5246,5106,4255,5297
+,2626,5636,6045,1916,20
+,56,3056,283,4251,1649
+,8686,6834,6324,5399,1754
+,5747,1697,1596,7979,9686
+,4487,6508,8386,5584,3581
+,5597,4906,764,4086,1608
+,2879,2443,917,5863,6112
+,7280,8220,2803,6939,1454
+,6382,9427,7533,7324,4310
+,3493,4318,7717,6040,9883
+,7265,6754,4833,9394,9705
+,3578,1083,943,2535,6315
+,2248,3874,3244,8252,7557
+,8750,2048,165,6277,9635
+,863,4572,122,9960,2561
+,6786,8699,6534,9944,2529
+,2513,7669,4665,4588,1428
+,3124,7695,6047,6440,4840
+,2070,510,5351,8357,4690
+,5175,9458,4994,2220,8674
+,4090,9081,5489,2530,688
+,6582,5669,8908,5971,4708
+,9332,7360,3900,4401,4883
+,6602,4192,9617,5162,4532
+,6588,5459,8531,1102,2708
+,9140,7085,7352,2109,7652
+,8819,2063,1986,7330,2332
+,4761,3772,9555,3964,6198
+,2559,7081,591,434,7186
+,5057,2908,9550,996,5700
+,5921,6012,3588,376,5516
+,1219,9097,2055,4915,9377
+,1184,6312,4803,6443,3976
+,1390,108,1420,8517,6409
+,2942,4339,1899,831,125
+,4630,6754,2391,6058,1353
+,9984,9202,3922,6879,2746
