OP,A1,A2,A3,A4,A5
+,34842,20633,23952,1608,28164
+,23663,3170,25619,29344,20249
+,21814,7931,7917,21574,29655
+,8859,34907,20474,10034,25037
+,6887,2622,9390,5486,28513
+,32660,6706,4231,28997,12231
+,13203,6247,31930,5630,12864
+,15690,4465,16168,11245,23632
+,21846,8251,31992,11364,16305
+,6687,22803,5770,10164,10468
+,34787,20998,1407,16580,933
+,9151,17535,21429,7039,17538
+,27322,7487,3226,24925,9401
+,10900,11608,34427,13981,5867
+,1564,25710,22495,12570,26259
+,17356,29689,31627,31868,17971
+,1719,19794,3593,1534,1506
+,12082,11073,15630,3092,33778
+,29682,5466,14625,26660,10410
+,15936,1334,15401,34850,11357
+,6681,34916,11536,4679,15927
+,11103,32414,6751,25733,12976
+,10808,23492,20711,32713,10605
+,18084,9731,4422,32563,16548
+,10624,23755,27072,10590,32194
+,6889,23697,2087,1806,16550
+,20387,30792,19643,7424,1936
+,33210,1461,28062,53,16437
+,22642,12541,7770,25866,26182
+,10662,10224,19345,2883,32644
+,10888,7964,22096,27775,16267
+,25981,8170,16162,18303,4591
+,30316,23640,12147,10042,17618
+,33413,31936,10766,28840,33657
+,16342,2253,32219,27903,21380
+,13918,1684,19635,7020,30590
+,16708,26260,18550,19943,11452
+,1459,25035,7928,24004,26420
+,25982,13484,32176,16420,28235
+,24199,3076,7516,21793,1687
+,1322,29339,15951,31942,26739
+,23820,16150,27794,16552,18276
+,27437,9767,20217,3099,5941
+,26634,4972,8881,2708,30567
+,32235,34354,28174,21694,8578
+,27087,9437,22860,32363,1174
+,23778,19462,26003,4842,21945
+,8310,22079,20401,17122,30563
+,23322,10373,19433,26283,13444
+,31642,11478,20247,30454,1973
+,6831,3115,22411,11797,27819
+,17449,13517,31590,29987,2891
+,16760,950,10671,31872,4300
+,30642,21484,9165,29166,923
+,16931,3998,3531,24254,21005
+,8886,28846,2527,20743,21295
+,24428,34366,11006,8725,9051
+,22255,14610,7837,20297,12187
+,32215,9234,4418,13997,22541
+,6145,20966,11666,715,15597
+,6544,3978,30963,25578,12242
+,10195,1972,29440,4483,22275
+,2209,19817,8375,34899,22766
+,13584,894,11739,23830,5968
+,8236,23988,14559,15662,26442
+,15254,14645,1583,27183,18730
+,24369,20216,34201,21539,2319
+,18724,4156,18630,14952,29223
+,28591,3497,17680,30521,27263
+,5868,18198,29827,8811,11765
+,17402,33626,21000,5587,22373
+,15898,32521,29577,7535,9411
+,10324,4766,19158,20719,12566
+,11225,34487,8050,235,33819
+,551,12426,6440,6173,29200
+,31752,22076,15948,13850,28272
+,10175,241,30329,30527,34727
+,3218,14315,21731,29478,18764
+,13777,28456,570,15343,13812
+,28072,2484,32880,12556,31560
+,17757,21357,28185,1029,5092
+,2882,12259,12615,31428,34176
+,18985,4405,19173,240,17910
+,3572,3841,11514,26155,3947
+,24700,18585,16900,28440,25751
+,28184,7597,26831,10814,28010
+,21670,31342,211,24925,15372
+,21376,19188,2300,28216,24944
+,20286,30867,11792,27887,24470
+,17227,14583,14373,3463,8473
+,3248,3953,3938,10592,13457
+,9574,22605,8425,31222,26595
+,2242,13765,20427,32820,21923
+,2819,1680,14024,28234,28011
+,33171,19864,7321,26724,16897
+,13201,6714,12650,19529,3097
+,12794,11974,20303,31390,26106
+,27026,20107,29742,4954,9838
+,10060,9731,4644,20922,28627
+,23993,5839,319,22068,10904
+,33514,19731,2658,1592,18513
+,12941,15709,26589,27548,2315
+,15652,8071,7842,16532,29843
+,9679,18561,24223,10562,17647
+,1162,9108,12178,33552,31279
+,18754,31989,4127,21926,9772
+,24014,16292,619,31354,10931
+,11701,29016,647,32145,27558
+,26908,12779,22773,6435,12919
+,235,16391,4916,15945,3301
+,5652,25396,14745,4841,22849
+,3444,33671,8965,26677,5263
+,31857,11920,2390,18686,7597
+,30096,31025,10747,33891,7847
+,3230,33088,10180,18554,15759
+,20645,17218,33375,26725,13799
+,24750,12755,23256,20235,27268
+,23930,24491,26123,2038,17599
+,32564,15672,29517,1322,22111
+,31893,25925,5049,30497,26196
+,7188,23275,20003,25522,18765
+,24182,17487,7688,9046,17546
+,32201,8107,23161,29379,25866
+,19619,33847,8812,613,25099
+,7308,26253,12187,27919,18945
+,34572,6878,34780,5211,7398
+,8675,1110,22543,9793,32844
+,10421,4607,17234,21565,25134
+,33958,22991,13573,29099,27480
+,25921,3187,23499,31790,26701
+,20714,20850,14197,28151,28364
+,32112,33790,30193,23490,6891
+,10554,19379,1371,11822,26958
+,12929,33489,15881,14746,10038
+,2292,474,3071,18755,34705
+,19985,6437,16246,26275,14407
+,29763,34180,16953,25919,2070
+,11918,1623,15889,11116,10926
+,27068,5547,14815,7214,11241
+,19768,25781,7705,3380,34851
+,23032,5222,8806,30764,28161
+,22587,2070,7963,20475,17297
+,5170,18635,31703,11578,14429
+,8460,1780,30754,3509,3743
+,11372,24339,6554,10039,31449
+,5832,23758,23123,20422,26466
+,25568,28832,30760,1358,20912
+,3499,24019,15699,1738,10290
+,4622,694,20627,31177,13928
+,14987,21204,1323,9597,31133
+,25441,32838,23075,5372,1609
+,23894,23611,9191,17657,7298
+,9838,16936,15651,3368,21566
+,11687,28786,2593,7121,16385
+,3994,29949,11153,14443,26910
+,32706,4546,22689,31438,27358
+,106,31205,5245,23699,32464
+,1152,31752,30407,21249,17472
+,20893,18748,22099,13983,4462
+,9364,21089,8051,894,29818
+,19599,19880,2492,21774,34370
+,7741,13424,13674,13722,27935
+,17,24876,32511,6462,3145
+,4455,10331,30387,11830,30277
+,31531,16513,24791,32290,17641
+,34386,26517,14701,25689,30463
+,15529,15753,28350,2006,10858
+,11594,7785,34139,27899,16474
+,16462,27250,28647,610,5717
+,18478,4930,12876,33713,29902
+,16854,22359,11746,21822,29432
+,28764,32792,11898,320,29033
+,13794,27115,8574,12360,14189
+,2503,32976,33220,15630,331
+,478,28532,1884,30039,13687
+,18113,11548,28938,6861,2373
+,3720,10698,24980,27460,21154
+,5683,5772,20653,12937,33233
+,17090,34651,13197,17480,9691
+,5310,23965,20113,15372,26920
+,17343,9652,12449,6983,5185
+,13391,13802,4667,19220,33506
+,32124,15108,6888,33956,18308
+,12341,16111,29724,28464,21063
+,34027,7681,33601,3099,25757
+,28051,7263,112,21732,650
+,17600,16660,29459,8124,554
+,27946,10993,11310,31605,1878
+,20232,2718,30689,33003,28872
+,30653,6872,16485,30136,3634
+,3504,19024,25421,22112,20141
+,33382,17024,14788,4061,7882
+,27261,6303,13645,4508,16101
+,4263,2363,22619,18376,27156
+,16942,34547,221,20390,27104
+,14299,16321,18091,416,29190
+,27422,16760,21931,31998,3272
+,20486,13797,31086,17786,27938
+,24591,17520,4166,34712,8121
+,27688,25135,8504,21047,32817
+,34966,18412,16678,13113,2122
+,18549,9162,14592,33939,20483
+,33501,19612,17908,6334,6196
+,23360,17257,20532,21033,1400
+,24788,16135,31086,32366,34743
+,11398,27914,28605,2020,25017
+,18984,16205,20600,15313,24205
+,27,30573,16748,4562,33293
+,2205,1266,34035,27916,27950
+,33129,22105,17167,1123,12667
+,8143,26174,16523,19224,1487
+,34975,10064,20907,23964,25871
+,9848,22109,20115,5631,27448
+,8377,16460,32710,21715,1192
+,21576,585,8137,26103,19403
+,8389,6407,16710,4495,66
+,6983,29911,11451,16481,26000
+,25802,17343,14016,2770,20605
+,25090,33532,909,18345,23326
+,6385,21669,23647,12184,30090
+,506,23294,8107,7079,7657
+,8332,1263,22276,10738,2642
+,27340,3786,22862,16027,33420
+,25796,33187,5168,23757,9451
+,135,28030,4661,18017,17182
+,25757,26653,16299,2674,2678
+,5444,24801,32537,24597,18236
+,5383,13036,5896,14164,34047
+,34879,24853,10333,1670,25013
+,26733,24682,15420,10136,16777
+,13776,34147,16001,28900,20801
+,26545,21730,2776,12594,29148
+,18965,3006,6605,12285,15115
+,12366,33717,22341,13486,6103
+,29613,1843,7962,8254,11397
+,33805,28631,31780,10873,7282
+,5911,31658,18279,17417,6540
+,16391,17316,24375,33462,17861
+,3160,8257,32581,1957,26135
+,27173,22878,19005,12741,3165
+,18362,26940,26257,24900,26937
+,7354,16764,27076,24578,27752
+,18348,28765,609,1034,2117
+,3257,18056,9656,6568,22437
+,3042,34158,19057,8440,21976
+,29793,9163,8516,22481,14836
+,27420,26111,29517,10763,26241
+,2791,18382,11563,7605,33074
+,18980,31216,4075,3829,20768
+,19318,6554,14151,16137,20943
+,14294,31841,11709,30595,13527
+,6919,31233,918,30932,25626
+,16154,16845,10602,4241,7794
+,33433,11632,928,25477,14286
+,14349,20571,15095,10179,12956
+,29467,18190,3601,21149,33843
+,1765,12084,34670,19530,12933
+,15112,28377,26967,34869,33834
+,10156,23005,1346,3533,18649
+,14784,4607,10774,31851,2107
+,6396,5203,33455,22748,33111
+,23260,8350,19894,31204,4792
+,31037,23968,29935,20701,29178
+,23782,16834,14356,6797,28655
+,9362,12548,7805,13355,30825
+,18107,34349,22774,28042,24707
+,9226,7101,1455,23030,1392
+,507,27512,23241,20894,8975
+,31811,28135,26181,17585,29980
+,28200,4290,9665,11586,18265
+,5205,16608,18665,10973,25930
+,18957,34091,11862,17558,34636
+,23387,3449,1673,27086,8794
+,8544,23505,8914,12741,2218
+,24856,33571,17511,17180,11216
+,27861,21986,20818,19297,10562
+,19082,13956,22086,12476,24045
+,3204,15684,30214,28370,32350
+,26776,27295,7303,20934,6783
+,25870,13923,3277,20309,11092
+,31697,28166,13012,27095,34708
+,11353,29035,6970,18461,2224
+,566,17403,7422,28760,9706
+,18075,1605,6528,5401,5990
+,20717,9249,3260,26887,19016
+,5592,5864,18509,29973,21783
+,13286,24863,18395,11220,5114
+,24162,11516,5707,5540,16729
+,27169,18642,24205,24966,21103
+,34790,23936,19280,19747,13407
+,11296,17118,33159,2016,17834
+,7216,7515,1351,10299,34588
+,9619,6105,15404,29405,9351
+,2225,8848,24346,23759,13391
+,27397,9342,17125,14626,21547
+,1892,9836,23373,19491,1444
+,10914,12551,190,20731,32618
+,3162,29797,14594,18083,34214
+,28683,5149,32413,11150,5734
+,15295,30002,9724,26308,30862
+,14068,3418,25567,6031,34573
+,18020,18312,33229,24085,22402
+,29545,33375,19419,14305,26213
+,11811,14461,34808,8778,5168
+,19316,17524,16228,27343,1198
+,5840,16082,4991,13772,27309
+,20484,14320,26377,3235,16769
+,9943,20252,26493,29638,32899
+,15419,18476,21441,2189,32261
+,26596,10391,20872,29640,22338
+,30893,33559,21021,541,16298
+,2152,28043,5093,1677,4038
+,33471,6014,26536,10719,25271
+,28129,5956,10930,15550,17920
+,34300,32860,3177,2509,1479
+,21770,34004,17099,17788,28384
+,1069,22461,30236,17613,12400
+,23596,6883,12815,14815,24865
+,10586,7708,17306,33453,272
+,33065,11818,12967,7426,30344
+,31027,27674,5281,27113,25537
+,23941,26740,12846,32322,16279
+,3046,18817,22435,20438,7692
+,32347,11441,2857,9833,28718
+,8683,19443,26264,24689,14019
+,4364,24487,15999,27684,16445
+,6123,24784,29118,26030,21136
+,13488,27226,104,28852,506
+,19759,785,7319,30556,22789
+,30221,32944,34172,33254,15542
+,14573,24892,139,22300,30960
+,25390,2392,25463,27064,20635
+,15856,28796,11124,31553,15309
+,18193,28506,30385,21410,34472
+,18720,4442,490,19497,29923
+,34631,34153,2243,17967,28744
+,31641,30318,21291,12753,1712
+,25975,17068,20773,11758,15018
+,9213,6151,22281,9392,23172
+,23511,30887,13813,18178,28912
+,26109,26567,6050,4697,3455
+,4964,4383,29536,14190,942
+,20663,20148,31744,12366,12449
+,30872,15677,23918,2151,12556
+,2895,325,7869,20939,17203
+,991,21810,25990,29055,12305
+,15720,7861,12255,5436,33961
+,15589,9991,21196,5631,22481
+,5565,6660,105,16968,4371
+,31119,9357,12724,25683,34920
+,23066,19283,3501,26993,830
+,34584,32119,11005,4950,33308
+,10863,7083,23978,17683,8607
+,31173,25600,11587,11800,5232
+,18606,31008,212,9351,26691
+,6072,1067,17401,34529,21373
+,23976,30082,31210,20356,15649
+,22175,181,912,25813,11353
+,26482,10241,8903,17984,34700
+,26862,27142,17025,24961,1481
+,7827,11390,1726,33036,22403
+,27527,22908,1413,29659,28311
+,15253,3182,11683,5323,3115
+,29499,27840,34243,10170,26858
+,7673,17641,3396,24277,31271
+,25603,17308,26638,5654,26183
+,1485,27625,10865,17473,31557
+,30045,19429,488,11226,26605
+,1389,18610,10768,10385,19502
+,24221,16969,10204,23328,21688
+,5715,538,5589,23821,13561
+,16209,34257,274,88,13501
+,22763,21614,34170,34706,22386
+,31491,9296,2452,33998,3272
+,26238,29535,3804,2930,31018
+,15450,26517,22827,26311,6556
+,29391,19483,17853,6206,31246
+,6213,25793,34662,13249,30770
+,8270,34029,21796,19132,6240
+,19861,4932,23242,10745,31004
+,1087,16380,4980,6668,3423
+,23171,107,4866,22759,22142
+,24423,9404,26427,23802,8706
+,12600,27444,27902,21158,29139
+,32482,18404,29643,11380,29959
+,9112,30317,30143,3633,25065
+,5994,288,10346,20097,27693
+,1238,21942,21653,22732,33287
+,16469,21472,14587,12115,14356
+,293,33507,5807,31368,7051
+,10930,23396,25348,7430,29927
+,13625,30177,30844,3904,5775
+,33821,22706,24787,13597,26795
+,23799,28203,8323,19676,25403
+,10370,25196,31026,26975,34527
+,18700,34477,15624,9196,25072
+,3691,1912,100,8721,8577
+,2334,8798,16824,27691,16049
+,3779,6944,18315,9494,27232
+,15572,5104,30017,17889,8592
+,17181,23055,9272,33217,5548
+,17794,10789,30951,20537,5227
+,34832,29891,19805,16491,8581
+,8623,14946,2706,1774,19786
+,32976,8019,28994,27514,25771
+,31438,4513,30707,25691,20059
+,15203,9430,3086,9722,8227
+,9357,7460,1986,31134,5036
+,26258,29465,5329,6401,8289
+,29112,10250,22298,21650,24689
+,17541,18039,22714,12161,29835
+,23622,29015,31756,32335,10448
+,25874,8285,22676,3943,30049
+,18174,17738,2764,29178,31940
+,4375,8329,29099,12004,26831
+,11047,30506,24524,10312,32412
+,27598,2385,16606,20867,27565
+,1773,2483,27459,10070,9427
+,158,18372,10841,26213,16003
+,4673,30699,6415,1965,10791
+,7075,13928,8953,26716,541
+,14002,19344,22697,31651,25306
+,32178,27871,3722,1723,16243
+,8880,28709,25855,10202,19707
+,20541,15629,29501,27553,15135
+,8995,29052,11021,32537,32674
+,3395,2553,31360,7554,34002
+,33889,10378,29930,19041,33191
+,9498,24596,19632,5290,27153
+,7055,31899,13086,28156,11994
+,28816,27945,8433,22545,6621
+,1085,22451,943,2240,6171
+,8183,26196,17435,17766,21878
+,8382,17279,10193,8528,26143
+,2794,22924,30624,6447,33878
+,2814,30979,25199,8569,13244
+,32674,25735,4973,1024,27214
+,25800,15294,12832,27794,28621
+,8992,5122,8279,23339,28111
+,18152,17604,33605,18544,11876
+,13126,32842,22165,22821,25118
+,23845,24052,21726,33747,18582
+,33702,26949,6520,2377,23985
+,10351,11606,11513,32462,18353
+,19221,6944,9401,5629,16266
+,29272,14277,34031,33041,15171
+,4127,19644,28281,3724,22047
+,2837,32382,16108,31434,32008
+,34426,3251,20201,14648,3386
+,10544,1904,3292,22536,20076
+,22145,16749,29910,22276,28898
+,14569,18713,2120,6924,19590
+,10893,28566,4417,18099,19758
+,9038,19648,11566,17956,32580
+,14375,25832,33082,14235,4605
+,1312,30124,22682,21891,29744
+,12074,25034,20827,25464,20252
+,23687,4650,24230,34822,25751
+,31162,32715,23883,5352,20369
+,7178,31050,33450,30953,3234
+,19809,23541,14612,18742,25214
+,7187,25473,22986,21085,19619
+,23991,26899,1025,12448,33868
+,18991,19248,24732,648,13077
+,26815,15497,34160,18657,7362
+,20808,4822,1267,12033,19808
+,33142,4576,21200,8033,27384
+,11292,16789,5232,28090,18241
+,3626,563,34820,33668,34116
+,10510,16037,11801,4300,25186
+,30305,5195,8919,25391,5528
+,7702,33539,28524,8313,25139
+,18381,21443,16266,8293,23719
+,10159,12677,32325,5743,12231
+,5070,33135,29687,15126,28308
+,20744,31562,27912,15577,2392
+,12058,19022,10319,15753,18772
+,29023,16734,26638,19221,30320
+,5138,23056,25739,33628,16388
+,16439,13350,17457,6341,21393
+,7191,18008,18965,16875,20841
+,20695,10809,17834,9721,27625
+,6628,4988,29158,123,19053
+,10334,22185,20691,24705,14275
+,11803,1746,29708,19757,15770
+,28667,17205,3022,5437,26110
+,20891,9108,8625,26404,2750
+,30846,18801,26404,4270,24383
+,17930,27874,26602,34285,5905
+,2938,30197,15569,10973,8008
+,15925,17793,7063,716,26939
+,26245,18048,20846,13255,4957
+,17250,30460,14817,7130,22409
+,650,23372,20093,5565,21412
+,30508,11903,12818,31792,16691
+,14396,10452,8825,276,13068
+,24674,31716,16021,34407,18403
+,9071,13637,34006,28144,18347
+,16696,22199,26491,21785,26959
+,11409,23329,23232,22668,12324
+,29203,31261,25071,28201,13326
+,15431,18558,24719,15485,20111
+,3756,20518,10372,15003,18701
+,21979,13259,2995,2414,11976
+,272,31157,23312,33244,32121
+,24743,18939,1658,30674,30823
+,12474,17419,14345,19005,15869
+,6141,24680,4361,8105,29730
+,5065,28354,20848,17149,19624
+,23480,29094,3489,15560,14138
+,14851,30818,34831,6909,22443
+,18854,5597,32710,18262,7979
+,2472,20758,14945,10178,3684
+,27137,7439,5022,22799,16507
+,11636,15026,13504,28433,31908
+,26731,19032,135,14638,8696
+,24474,7957,2920,15121,29168
+,891,25634,22315,11724,4003
+,1090,5108,23802,21239,26347
+,28257,32846,30225,13258,34304
+,16577,9130,34050,17465,21027
+,11123,9695,8138,6856,32334
+,28432,16636,22377,1410,21737
+,14254,26288,32009,33454,14803
+,887,9495,30682,22376,19027
+,16454,12756,9423,1736,19175
+,9415,26906,14967,26844,15747
+,4427,2919,3726,10657,23275
+,4814,6982,26900,27583,14121
+,28183,8344,33072,7690,3280
+,25499,1157,34552,24196,22569
+,7229,10141,31454,34910,1035
+,3849,22885,19083,27176,29290
+,1442,26180,16206,10688,9176
+,16673,13760,30042,8462,19684
+,10325,5070,15722,22332,29331
+,34412,29716,29969,18044,26314
+,25370,23723,29364,17567,7829
+,16208,29507,7368,7112,22334
+,22438,17286,5586,10547,34643
+,9772,12581,6635,2,13417
+,7129,7731,6238,32678,4698
+,627,26335,17855,23193,25165
+,4681,4800,15461,14919,21527
+,9411,8744,22484,23174,25109
+,29965,22533,8957,27155,33211
+,32098,18055,11240,15011,30077
+,6386,20583,6799,15337,26182
+,4320,30884,1108,534,7201
+,5607,34196,28778,28029,7245
+,16903,8771,400,25676,2074
+,18660,31493,20897,31246,34453
+,15650,22553,6895,21091,256
+,29819,33170,11443,31732,21023
+,13495,30030,22382,24985,3120
+,2926,16562,11408,18074,1464
+,2970,31909,30899,25881,4146
+,26970,33637,8726,32808,28351
+,24329,14577,17914,18204,23078
+,6971,29311,31246,34642,9415
+,3540,14591,32570,18264,28926
+,21554,30910,15189,33233,33427
+,28213,10164,21313,34215,6738
+,33839,31463,33036,19961,19861
+,20764,13624,5598,8272,12371
+,26162,26605,16738,33125,16468
+,33246,6814,10170,20133,16810
+,13997,30572,32074,33932,16859
+,28263,31386,23903,5718,4089
+,21480,2258,8668,16152,6206
+,28034,19968,16815,26418,23743
+,18411,3564,19501,16372,917
+,11656,5218,25129,17986,27463
+,15224,16520,3882,4929,20248
+,21378,145,6853,18265,22251
+,23135,14137,16260,31631,30809
+,19732,34276,24484,27082,8359
+,1575,20513,19232,26942,3667
+,17872,24110,27239,5912,26579
+,23402,15775,11193,29289,20206
+,13482,1689,9134,12892,28868
+,1071,2584,33403,9129,10648
+,3416,31900,31155,1053,12585
+,26184,34536,25776,33164,24432
+,3170,23564,9581,23872,13306
+,26074,2549,2483,15314,32300
+,5613,14179,30000,31555,11727
+,30264,6968,22406,30929,10516
+,10224,16335,6457,5691,5680
+,23616,1702,24312,7521,34987
+,26312,5659,5151,5209,23043
+,32993,8895,21656,30804,24800
+,28158,24277,7712,3973,12257
+,12007,30433,21075,29445,15620
+,4315,26793,2036,33716,4267
+,10769,25241,26925,9374,5553
+,2992,30569,538,34526,22576
+,19075,16312,25987,6039,1662
+,1183,31168,21249,4050,7649
+,28226,31785,27549,4272,33569
+,16194,28467,33366,30205,21035
+,7222,26980,2681,9646,3228
+,14095,33620,23953,3040,27892
+,1277,20251,24999,22527,5518
+,6719,11768,16480,32093,13849
+,9712,33315,5337,31290,28839
+,18097,22163,23000,6211,19955
+,26609,14209,10746,27909,25661
+,23169,20473,11660,15009,6217
+,8072,13280,31987,25620,12293
+,909,7255,28043,19267,25251
+,27727,21101,18700,21711,14071
+,26148,15278,16046,3803,26373
+,11732,19697,28087,20316,10054
+,26714,32896,31513,5293,32382
+,25589,19433,9840,10102,10129
+,13267,11603,12072,13334,34474
+,29836,19842,19108,30609,31197
+,1749,29262,30840,10221,5156
+,15544,24970,3078,18974,5404
+,30283,312,25871,32200,9020
+,17555,4710,12951,650,2765
+,14530,14017,8808,6868,34143
+,27272,10544,11399,10562,2556
+,33547,28003,18729,14456,29527
+,7689,10522,29082,27521,25939
+,18594,17711,19560,1398,1647
+,16649,31466,13414,33471,68
+,523,28474,22995,11483,29330
+,15054,24462,28677,20017,2079
+,12757,15193,16730,19240,10110
+,28778,34407,19288,3246,14349
+,24952,25223,18089,10594,13594
+,17607,2055,20968,25059,12627
+,494,2655,17691,26787,4831
+,28305,10082,32045,3446,13722
+,11116,20649,9077,20783,8690
+,33956,29207,9958,20615,22629
+,96,31674,8696,6440,18463
+,17162,13477,28710,16731,29534
+,10498,28351,22685,19412,26010
+,25111,32209,28910,32891,21499
+,5486,16145,22928,26739,28246
+,10502,17162,26712,33659,8604
+,21448,24587,21511,11596,29792
+,5494,560,32227,29209,5538
+,17538,16812,18519,461,3772
+,16642,26848,6540,23911,1806
+,27548,14657,16764,12045,63
+,16771,11352,33766,8671,10100
+,32017,6676,6139,10028,17671
+,19934,11079,2211,17425,25369
+,16149,34917,15541,1530,18105
+,21580,10000,10301,20775,2489
+,2820,10691,31404,24959,11977
+,33720,24607,8033,13801,6642
+,9809,18360,33416,2239,23192
+,30130,28399,34724,367,22623
+,27542,18686,17080,15818,16480
+,10311,29259,27269,9461,27757
+,3104,4609,31658,34695,8488
+,11499,13396,23986,21794,19515
+,2915,31421,14706,6467,16258
+,17459,33177,14252,31492,31143
+,14104,10577,21989,1690,5325
+,2457,30479,23355,4943,11884
+,1303,14431,28474,8489,33454
+,18512,23436,16033,15151,6089
+,25785,1275,14043,6811,11910
+,17640,4611,19665,25918,2681
+,5728,17544,12302,9129,18969
+,28608,34088,25290,3850,30209
+,980,29460,5459,30691,5466
+,11851,34746,10980,5006,3309
+,12045,20768,15944,3688,23835
+,3570,6242,28586,20227,27451
+,12900,29784,28131,7555,3544
+,19466,7734,7803,8948,28592
+,10126,17644,8061,9226,16803
+,24043,16205,25070,19934,7838
+,20556,4175,31113,6710,24727
+,1015,8095,17829,21205,19142
+,16569,17046,13515,34142,10304
+,8248,6964,17906,17185,1108
+,21926,2778,6727,26539,24168
+,6743,23120,19941,16455,5608
